onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	LargeLoss	0.046	2	1.996	1.5	3.496	0.294	You lose $5!	3.862	1.656	0	0	You pressed too slow!
n/a	n/a	LargeLoss	5.512	2	7.495	2.5	9.995	0.294	You keep $5!	10.361	1.656	1	237	Correct Response!
n/a	n/a	NoMoneyStake	12.028	2	13.994	2.0	15.993	0.294	No money at stake!	16.36	1.656	1	227	Correct Response!
n/a	n/a	SmallLoss	18.043	2	19.993	2.5	22.492	0.294	You keep $0.20!	22.859	1.656	1	125	Correct Response!
n/a	n/a	LargeGain	24.542	2	26.492	2.0	28.491	0.274	You earn $5!	28.841	1.676	1	273	Correct Response!
n/a	n/a	NoMoneyStake	30.508	2	32.491	1.5	33.99	0.274	No money at stake!	34.34	1.676	1	257	Correct Response!
n/a	n/a	SmallLoss	36.007	2	37.99	1.5	39.489	0.274	You keep $0.20!	39.839	1.676	1	211	Correct Response!
n/a	n/a	NoMoneyStake	41.506	2	43.489	2.5	45.988	0.274	No money at stake!	46.338	1.676	0	0	You pressed too soon!
n/a	n/a	NoMoneyStake	48.004	2	49.987	3.0	52.987	0.274	No money at stake!	53.337	1.676	1	219	Correct Response!
n/a	n/a	SmallGain	55.003	2	56.986	3.5	60.486	0.274	You did not earn $0.20!	60.836	1.676	0	0	You pressed too slow!
n/a	n/a	SmallGain	62.502	2	64.485	2.5	66.984	0.254	You did not earn $0.20!	67.318	1.696	0	0	You pressed too slow!
n/a	n/a	LargeGain	69.001	2	70.984	1.5	72.484	0.254	You did not earn $5!	72.817	1.696	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	74.5	2	76.483	1.5	77.983	0.254	No money at stake!	78.316	1.696	0	0	You pressed too slow!
n/a	n/a	SmallGain	79.999	2	81.982	1.5	83.482	0.254	You did not earn $0.20!	83.815	1.696	0	0	You pressed too soon!
n/a	n/a	SmallGain	85.498	2	87.481	4.0	91.48	0.294	You did not earn $0.20!	91.847	1.656	0	0	You pressed too slow!
n/a	n/a	LargeGain	93.496	2	95.479	1.5	96.979	0.294	You did not earn $5!	97.346	1.656	0	0	You pressed too slow!
n/a	n/a	LargeGain	98.995	2	100.978	3.0	103.978	0.294	You did not earn $5!	104.345	1.656	0	0	You pressed too soon!
n/a	n/a	SmallGain	105.994	2	107.977	1.5	109.477	0.364	You earn $0.20!	109.91	1.586	1	272	Correct Response!
n/a	n/a	LargeLoss	111.493	2	113.476	1.5	114.976	0.364	You keep $5!	115.409	1.586	1	276	Correct Response!
n/a	n/a	SmallGain	116.992	2	118.975	2.0	120.975	0.364	You earn $0.20!	121.408	1.586	1	225	Correct Response!
n/a	n/a	SmallLoss	122.991	2	124.974	3.0	127.974	0.384	You lose $0.20!	128.44	1.566	0	0	You pressed too slow!
n/a	n/a	LargeGain	129.99	2	131.973	3.5	135.472	0.384	You did not earn $5!	135.939	1.566	0	0	You pressed too soon!
n/a	n/a	LargeLoss	137.489	2	139.472	4.0	143.471	0.384	You keep $5!	143.938	1.566	1	286	Correct Response!
n/a	n/a	NoMoneyStake	145.487	2	147.47	2.0	149.47	0.364	No money at stake!	149.903	1.586	1	332	Correct Response!
n/a	n/a	LargeGain	151.486	2	153.469	4.0	157.468	0.364	You earn $5!	157.902	1.586	1	257	Correct Response!
n/a	n/a	LargeLoss	159.485	2	161.468	3.0	164.467	0.364	You keep $5!	164.901	1.586	1	269	Correct Response!
n/a	n/a	NoMoneyStake	166.484	2	168.467	1.5	169.966	0.364	No money at stake!	170.4	1.586	1	308	Correct Response!
n/a	n/a	LargeLoss	171.983	2	173.966	1.5	175.465	0.364	You keep $5!	175.899	1.586	1	263	Correct Response!
n/a	n/a	SmallGain	177.482	2	179.465	2.0	181.464	0.344	You earn $0.20!	181.881	1.606	1	306	Correct Response!
n/a	n/a	LargeLoss	183.481	2	185.464	1.5	186.963	0.344	You lose $5!	187.38	1.606	0	0	You pressed too slow!
n/a	n/a	SmallGain	188.98	2	190.963	1.5	192.462	0.344	You earn $0.20!	192.879	1.606	1	278	Correct Response!
n/a	n/a	SmallLoss	194.479	2	196.462	3.5	199.961	0.314	You lose $0.20!	200.344	1.636	0	0	You pressed too soon!
n/a	n/a	NoMoneyStake	201.977	2	203.96	4.0	207.96	0.314	No money at stake!	208.343	1.636	0	0	You pressed too slow!
n/a	n/a	SmallLoss	209.976	2	211.959	2.0	213.959	0.314	You keep $0.20!	214.342	1.636	1	243	Correct Response!
n/a	n/a	LargeGain	215.975	2	217.958	1.5	219.458	0.314	You earn $5!	219.841	1.636	1	313	Correct Response!
n/a	n/a	SmallLoss	221.474	2	223.457	1.5	224.957	0.294	You lose $0.20!	225.323	1.656	0	0	You pressed too slow!
n/a	n/a	LargeGain	226.973	2	228.956	2.0	230.956	0.294	You earn $5!	231.322	1.656	1	235	Correct Response!
n/a	n/a	LargeGain	232.972	2	234.955	1.5	236.455	0.294	You earn $5!	236.821	1.656	1	252	Correct Response!
n/a	n/a	SmallLoss	238.471	2	240.454	4.0	244.453	0.274	You keep $0.20!	244.803	1.676	1	269	Correct Response!
n/a	n/a	LargeLoss	246.469	2	248.452	2.0	250.452	0.274	You lose $5!	250.802	1.676	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	252.468	2	254.451	3.5	257.951	0.274	No money at stake!	258.301	1.676	0	0	You pressed too slow!
n/a	n/a	SmallGain	259.967	2	261.95	1.5	263.45	0.274	You did not earn $0.20!	263.8	1.676	0	0	You pressed too slow!
n/a	n/a	SmallLoss	265.466	2	267.449	2.0	269.449	0.294	You keep $0.20!	269.815	1.656	1	251	Correct Response!
n/a	n/a	SmallGain	271.465	2	273.448	3.0	276.447	0.294	You earn $0.20!	276.814	1.656	1	222	Correct Response!
n/a	n/a	SmallLoss	278.464	2	280.447	1.5	281.947	0.294	You keep $0.20!	282.313	1.656	1	258	Correct Response!
n/a	n/a	LargeLoss	283.963	2	285.946	3.5	289.445	0.274	You lose $5!	289.795	1.676	0	0	You pressed too soon!
n/a	n/a	NoMoneyStake	291.462	2	293.444	1.5	294.944	0.274	No money at stake!	295.294	1.676	0	0	You pressed too slow!
n/a	n/a	LargeGain	296.961	2	298.943	2.5	301.443	0.274	You earn $5!	301.793	1.676	1	255	Correct Response!
n/a	n/a	LargeLoss	303.459	2	305.442	2.0	307.442	0.274	You keep $5!	307.792	1.676	1	248	Correct Response!
n/a	n/a	SmallLoss	309.458	2	311.441	1.5	312.941	0.244	You lose $0.20!	313.258	1.706	0	0	You pressed too slow!
