onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	NoMoneyStake	0.082	2	1.998	2.0	3.998	0.358	No money at stake!	4.448	1.592	1	299	Correct Response!
n/a	n/a	NoMoneyStake	6.014	2	7.998	1.5	9.497	0.358	No money at stake!	9.931	1.592	1	233	Correct Response!
n/a	n/a	LargeLoss	11.53	2	13.497	2.5	15.997	0.358	You keep $5!	16.43	1.592	1	239	Correct Response!
n/a	n/a	NoMoneyStake	18.013	2	19.996	1.5	21.496	0.358	No money at stake!	21.929	1.592	1	250	Correct Response!
n/a	n/a	LargeGain	23.546	2	25.496	1.5	26.996	0.358	You earn $5!	27.429	1.592	1	235	Correct Response!
n/a	n/a	SmallLoss	29.029	2	30.995	1.5	32.495	0.358	You keep $0.20!	32.928	1.592	1	221	Correct Response!
n/a	n/a	LargeLoss	34.511	2	36.494	4.0	40.494	0.308	You keep $5!	40.877	1.642	1	247	Correct Response!
n/a	n/a	NoMoneyStake	42.51	2	44.494	3.5	47.993	0.308	No money at stake!	48.377	1.642	1	293	Correct Response!
n/a	n/a	SmallGain	50.026	2	51.993	2.5	54.493	0.308	You did not earn $0.20!	54.892	1.642	0	0	You pressed too slow!
n/a	n/a	LargeLoss	56.509	2	58.492	2.0	60.492	0.308	You keep $5!	60.875	1.642	1	231	Correct Response!
n/a	n/a	SmallLoss	62.508	2	64.491	1.5	65.991	0.278	You keep $0.20!	66.358	1.672	1	240	Correct Response!
n/a	n/a	SmallGain	68.008	2	69.991	3.0	72.991	0.278	You earn $0.20!	73.357	1.672	1	257	Correct Response!
n/a	n/a	LargeLoss	75.007	2	76.99	1.5	78.49	0.278	You lose $5!	78.857	1.672	0	0	You pressed too slow!
n/a	n/a	SmallGain	80.506	2	82.49	1.5	83.989	0.258	You did not earn $0.20!	84.323	1.692	0	0	You pressed too slow!
n/a	n/a	SmallGain	86.006	2	87.989	2.0	89.989	0.258	You earn $0.20!	90.322	1.692	1	220	Correct Response!
n/a	n/a	LargeLoss	92.005	2	93.988	2.0	95.988	0.258	You keep $5!	96.321	1.692	1	234	Correct Response!
n/a	n/a	NoMoneyStake	98.005	2	99.988	2.5	102.487	0.238	No money at stake!	102.804	1.712	0	0	You pressed too slow!
n/a	n/a	LargeLoss	104.504	2	106.487	1.5	107.987	0.238	You lose $5!	108.303	1.712	0	0	You pressed too slow!
n/a	n/a	LargeGain	110.003	2	111.986	3.5	115.486	0.238	You earn $5!	115.803	1.712	1	210	Correct Response!
n/a	n/a	LargeGain	117.502	2	119.486	1.5	120.985	0.238	You earn $5!	121.302	1.712	1	204	Correct Response!
n/a	n/a	LargeLoss	123.002	2	124.985	3.0	127.985	0.218	You lose $5!	128.285	1.732	0	0	You pressed too slow!
n/a	n/a	SmallLoss	130.001	2	131.984	2.0	133.984	0.218	You lose $0.20!	134.284	1.732	0	0	You pressed too slow!
n/a	n/a	SmallGain	136.0	2	137.984	3.5	141.483	0.218	You did not earn $0.20!	141.783	1.732	0	0	You pressed too slow!
n/a	n/a	LargeGain	143.5	2	145.483	2.5	147.983	0.258	You earn $5!	148.316	1.692	1	249	Correct Response!
n/a	n/a	SmallGain	149.999	2	151.982	4.0	155.982	0.258	You earn $0.20!	156.315	1.692	1	226	Correct Response!
n/a	n/a	SmallLoss	157.998	2	159.981	4.0	163.981	0.258	You keep $0.20!	164.314	1.692	1	229	Correct Response!
n/a	n/a	LargeGain	165.997	2	167.98	2.0	169.98	0.278	You earn $5!	170.347	1.672	1	240	Correct Response!
n/a	n/a	LargeGain	171.997	2	173.98	3.0	176.979	0.278	You earn $5!	177.346	1.672	1	218	Correct Response!
n/a	n/a	NoMoneyStake	178.996	2	180.979	4.0	184.979	0.278	No money at stake!	185.345	1.672	0	0	You pressed too slow!
n/a	n/a	LargeLoss	186.995	2	188.978	1.5	190.478	0.278	You keep $5!	190.845	1.672	1	260	Correct Response!
n/a	n/a	SmallGain	192.494	2	194.478	1.5	195.977	0.228	You did not earn $0.20!	196.294	1.722	0	0	You pressed too slow!
n/a	n/a	LargeGain	197.994	2	199.977	1.5	201.477	0.228	You did not earn $5!	201.793	1.722	0	0	You pressed too soon!
n/a	n/a	LargeGain	203.493	2	205.476	4.0	209.476	0.228	You did not earn $5!	209.793	1.722	0	0	You pressed too slow!
n/a	n/a	SmallLoss	211.492	2	213.476	3.5	216.975	0.248	You lose $0.20!	217.308	1.702	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	218.992	2	220.975	1.5	222.475	0.248	No money at stake!	222.808	1.702	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	224.491	2	226.474	2.0	228.474	0.248	No money at stake!	228.807	1.702	0	0	You pressed too slow!
n/a	n/a	SmallLoss	230.49	2	232.473	2.0	234.473	0.248	You keep $0.20!	234.807	1.702	1	229	Correct Response!
n/a	n/a	LargeLoss	236.49	2	238.473	1.5	239.973	0.248	You lose $5!	240.306	1.702	0	0	You pressed too slow!
n/a	n/a	LargeLoss	241.989	2	243.972	3.5	247.472	0.298	You keep $5!	247.855	1.652	1	262	Correct Response!
n/a	n/a	SmallLoss	249.488	2	251.471	3.0	254.471	0.298	You keep $0.20!	254.854	1.652	1	242	Correct Response!
n/a	n/a	LargeGain	256.488	2	258.471	2.0	260.47	0.298	You earn $5!	260.854	1.652	1	261	Correct Response!
n/a	n/a	SmallLoss	262.487	2	264.47	1.5	265.97	0.278	You lose $0.20!	266.336	1.672	0	0	You pressed too slow!
n/a	n/a	SmallGain	267.986	2	269.969	1.5	271.469	0.278	You earn $0.20!	271.836	1.672	1	263	Correct Response!
n/a	n/a	SmallGain	273.486	2	275.469	1.5	276.969	0.278	You earn $0.20!	277.335	1.672	1	252	Correct Response!
n/a	n/a	LargeGain	278.985	2	280.968	1.5	282.468	0.248	You earn $5!	282.801	1.702	1	233	Correct Response!
n/a	n/a	NoMoneyStake	284.485	2	286.468	1.5	287.967	0.248	No money at stake!	288.301	1.702	1	235	Correct Response!
