onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	SmallGain	0.026	2	2.009	4.0	6.009	0.363	You earn $0.20!	6.442	1.587	1	302	Correct Response!
n/a	n/a	SmallLoss	8.025	2	10.008	3.5	13.507	0.363	You keep $0.20!	13.941	1.587	1	287	Correct Response!
n/a	n/a	NoMoneyStake	15.524	2	17.507	2.5	20.006	0.363	No money at stake!	20.44	1.587	0	0	You pressed too slow!
n/a	n/a	SmallGain	22.023	2	24.006	2.0	26.005	0.363	You earn $0.20!	26.439	1.587	1	305	Correct Response!
n/a	n/a	SmallLoss	28.022	2	30.005	4.0	34.004	0.313	You keep $0.20!	34.387	1.637	1	286	Correct Response!
n/a	n/a	LargeLoss	36.02	2	38.003	2.0	40.003	0.313	You keep $5!	40.386	1.637	1	258	Correct Response!
n/a	n/a	SmallLoss	42.019	2	44.002	1.5	45.502	0.313	You lose $0.20!	45.885	1.637	0	0	You pressed too slow!
n/a	n/a	SmallGain	47.518	2	49.501	1.5	51.001	0.283	You did not earn $0.20!	51.368	1.667	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	53.017	2	55.0	2.0	57.0	0.283	No money at stake!	57.367	1.667	1	248	Correct Response!
n/a	n/a	SmallGain	59.016	2	60.999	1.5	62.499	0.283	You did not earn $0.20!	62.866	1.667	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	64.515	2	66.498	1.5	67.998	0.283	No money at stake!	68.365	1.667	1	257	Correct Response!
n/a	n/a	SmallGain	70.014	2	71.997	3.5	75.497	0.283	You did not earn $0.20!	75.863	1.667	0	0	You pressed too slow!
n/a	n/a	LargeLoss	77.513	2	79.496	3.0	82.495	0.323	You lose $5!	82.895	1.627	0	0	You pressed too slow!
n/a	n/a	LargeGain	84.512	2	86.495	1.5	87.995	0.323	You did not earn $5!	88.394	1.627	0	0	You pressed too slow!
n/a	n/a	SmallLoss	90.011	2	91.994	2.0	93.994	0.323	You lose $0.20!	94.393	1.627	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	96.01	2	97.993	3.0	100.992	0.393	No money at stake!	101.459	1.557	1	275	Correct Response!
n/a	n/a	LargeGain	103.009	2	104.992	4.0	108.991	0.393	You earn $5!	109.457	1.557	1	272	Correct Response!
n/a	n/a	NoMoneyStake	111.007	2	112.99	4.0	116.99	0.393	No money at stake!	117.456	1.557	1	340	Correct Response!
n/a	n/a	SmallGain	119.006	2	120.989	2.0	122.988	0.393	You earn $0.20!	123.455	1.557	1	390	Correct Response!
n/a	n/a	LargeLoss	125.005	2	126.988	1.5	128.488	0.393	You lose $5!	128.954	1.557	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	130.504	2	132.487	2.0	134.486	0.433	No money at stake!	134.986	1.517	1	311	Correct Response!
