onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	LargeGain	0.029	2	1.996	1.5	3.496	0.307	You earn $5!	3.879	1.643	1	269	Correct Response!
n/a	n/a	NoMoneyStake	5.512	2	7.495	2.5	9.995	0.307	No money at stake!	10.378	1.643	1	244	Correct Response!
n/a	n/a	SmallLoss	12.011	2	13.995	1.5	15.494	0.307	You keep $0.20!	15.878	1.643	1	239	Correct Response!
n/a	n/a	LargeLoss	17.511	2	19.494	2.5	21.994	0.307	You keep $5!	22.377	1.643	1	223	Correct Response!
n/a	n/a	NoMoneyStake	24.01	2	25.993	1.5	27.493	0.257	No money at stake!	27.826	1.693	0	0	You pressed too slow!
n/a	n/a	SmallGain	29.51	2	31.493	2.0	33.493	0.257	You earn $0.20!	33.826	1.693	1	203	Correct Response!
n/a	n/a	SmallLoss	35.509	2	37.492	3.5	40.992	0.257	You keep $0.20!	41.325	1.693	1	248	Correct Response!
n/a	n/a	NoMoneyStake	43.008	2	44.991	1.5	46.491	0.257	No money at stake!	46.824	1.693	0	0	You pressed too slow!
n/a	n/a	SmallGain	48.508	2	50.491	1.5	51.991	0.257	You earn $0.20!	52.324	1.693	1	232	Correct Response!
n/a	n/a	LargeGain	54.007	2	55.99	2.0	57.99	0.207	You did not earn $5!	58.273	1.743	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	60.006	2	61.989	2.0	63.989	0.207	No money at stake!	64.273	1.743	0	0	You pressed too slow!
n/a	n/a	SmallGain	66.006	2	67.989	1.5	69.489	0.207	You did not earn $0.20!	69.772	1.743	0	0	You pressed too slow!
n/a	n/a	SmallLoss	71.505	2	73.488	4.0	77.488	0.207	You lose $0.20!	77.771	1.743	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	79.504	2	81.487	1.5	82.987	0.227	No money at stake!	83.304	1.723	0	0	You pressed too slow!
n/a	n/a	LargeLoss	85.004	2	86.987	1.5	88.487	0.227	You lose $5!	88.803	1.723	0	0	You pressed too slow!
n/a	n/a	SmallGain	90.503	2	92.486	3.5	95.986	0.227	You earn $0.20!	96.302	1.723	1	215	Correct Response!
n/a	n/a	LargeLoss	98.002	2	99.985	3.0	102.985	0.227	You lose $5!	103.302	1.723	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	105.001	2	106.985	1.5	108.484	0.277	No money at stake!	108.851	1.673	1	221	Correct Response!
n/a	n/a	LargeGain	110.501	2	112.484	3.5	115.984	0.277	You earn $5!	116.334	1.673	1	251	Correct Response!
