onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	NoMoneyStake	0.031	2	1.997	2.0	3.997	0.31	No money at stake!	4.397	1.64	0	0	You pressed too slow!
n/a	n/a	SmallGain	6.013	2	7.996	3.5	11.496	0.31	You did not earn $0.20!	11.896	1.64	0	0	You pressed too slow!
n/a	n/a	LargeLoss	13.513	2	15.496	2.0	17.495	0.31	You lose $5!	17.879	1.64	0	0	You pressed too slow!
n/a	n/a	SmallGain	19.512	2	21.495	1.5	22.995	0.31	You did not earn $0.20!	23.395	1.64	0	0	You pressed too soon!
n/a	n/a	LargeGain	25.011	2	26.994	4.0	30.994	0.38	You did not earn $5!	31.461	1.57	0	0	You pressed too soon!
n/a	n/a	LargeLoss	33.01	2	34.994	1.5	36.493	0.38	You keep $5!	36.96	1.57	1	348	Correct Response!
n/a	n/a	NoMoneyStake	38.51	2	40.493	3.5	43.993	0.38	No money at stake!	44.459	1.57	1	263	Correct Response!
n/a	n/a	LargeLoss	46.009	2	47.992	1.5	49.492	0.38	You keep $5!	49.959	1.57	1	316	Correct Response!
n/a	n/a	SmallGain	51.508	2	53.492	1.5	54.991	0.42	You earn $0.20!	55.491	1.53	1	252	Correct Response!
n/a	n/a	SmallLoss	57.008	2	58.991	2.5	61.491	0.42	You keep $0.20!	61.991	1.53	1	217	Correct Response!
n/a	n/a	SmallLoss	63.507	2	65.49	1.5	66.99	0.42	You keep $0.20!	67.49	1.53	1	313	Correct Response!
n/a	n/a	LargeGain	69.007	2	70.99	3.5	74.489	0.39	You did not earn $5!	74.956	1.56	0	0	You pressed too soon!
n/a	n/a	LargeLoss	76.506	2	78.489	1.5	79.989	0.39	You keep $5!	80.455	1.56	1	280	Correct Response!
n/a	n/a	SmallLoss	82.005	2	83.988	2.0	85.988	0.39	You keep $0.20!	86.455	1.56	1	257	Correct Response!
n/a	n/a	LargeGain	88.005	2	89.988	1.5	91.488	0.36	You earn $5!	91.921	1.59	1	248	Correct Response!
n/a	n/a	LargeGain	93.504	2	95.487	1.5	96.987	0.36	You did not earn $5!	97.437	1.59	0	0	You pressed too soon!
