onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	LargeLoss	0.021	2	2.004	1.5	3.504	0.267	You keep $5!	3.854	1.683	1	240	Correct Response!
n/a	n/a	LargeGain	5.52	2	7.504	2.0	9.503	0.267	You earn $5!	9.853	1.683	1	231	Correct Response!
n/a	n/a	NoMoneyStake	11.52	2	13.503	4.0	17.502	0.267	No money at stake!	17.852	1.683	1	230	Correct Response!
n/a	n/a	LargeLoss	19.519	2	21.502	1.5	23.002	0.267	You keep $5!	23.352	1.683	1	247	Correct Response!
n/a	n/a	LargeGain	25.018	2	27.001	1.5	28.501	0.217	You did not earn $5!	28.801	1.733	0	0	You pressed too slow!
n/a	n/a	LargeLoss	30.518	2	32.501	2.0	34.5	0.217	You lose $5!	34.8	1.733	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	36.517	2	38.5	3.0	41.5	0.217	No money at stake!	41.8	1.733	0	0	You pressed too slow!
n/a	n/a	SmallGain	43.516	2	45.499	2.0	47.499	0.217	You did not earn $0.20!	47.799	1.733	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	49.515	2	51.499	2.0	53.498	0.237	No money at stake!	53.815	1.713	1	204	Correct Response!
n/a	n/a	SmallGain	55.515	2	57.498	2.5	59.998	0.237	You earn $0.20!	60.314	1.713	1	227	Correct Response!
n/a	n/a	NoMoneyStake	62.014	2	63.997	3.5	67.497	0.237	No money at stake!	67.813	1.713	0	0	You pressed too slow!
n/a	n/a	SmallGain	69.513	2	71.496	4.0	75.496	0.237	You earn $0.20!	75.812	1.713	1	218	Correct Response!
n/a	n/a	SmallLoss	77.512	2	79.495	4.0	83.495	0.237	You lose $0.20!	83.811	1.713	0	0	You pressed too slow!
n/a	n/a	SmallGain	85.511	2	87.494	1.5	88.994	0.277	You earn $0.20!	89.361	1.673	1	239	Correct Response!
n/a	n/a	NoMoneyStake	91.011	2	92.994	1.5	94.494	0.277	No money at stake!	94.86	1.673	1	245	Correct Response!
n/a	n/a	LargeLoss	96.51	2	98.493	1.5	99.993	0.277	You lose $5!	100.359	1.673	0	0	You pressed too slow!
n/a	n/a	SmallLoss	102.009	2	103.992	2.0	105.992	0.277	You keep $0.20!	106.359	1.673	1	239	Correct Response!
n/a	n/a	SmallGain	108.009	2	109.992	3.0	112.991	0.257	You earn $0.20!	113.325	1.693	1	241	Correct Response!
n/a	n/a	LargeLoss	115.008	2	116.991	3.5	120.49	0.257	You keep $5!	120.824	1.693	1	220	Correct Response!
n/a	n/a	NoMoneyStake	122.507	2	124.49	1.5	125.99	0.257	No money at stake!	126.323	1.693	0	0	You pressed too slow!
n/a	n/a	LargeLoss	128.006	2	129.989	1.5	131.489	0.257	You keep $5!	131.822	1.693	1	252	Correct Response!
n/a	n/a	SmallLoss	133.506	2	135.489	3.5	138.988	0.227	You lose $0.20!	139.305	1.723	0	0	You pressed too slow!
n/a	n/a	SmallGain	141.005	2	142.988	1.5	144.488	0.227	You did not earn $0.20!	144.804	1.723	0	0	You pressed too slow!
n/a	n/a	SmallLoss	146.504	2	148.487	2.5	150.987	0.227	You lose $0.20!	151.304	1.723	0	0	You pressed too slow!
n/a	n/a	SmallLoss	153.003	2	154.986	1.5	156.486	0.247	You lose $0.20!	156.82	1.703	0	0	You pressed too slow!
n/a	n/a	LargeLoss	158.503	2	160.486	2.5	162.986	0.247	You keep $5!	163.319	1.703	1	217	Correct Response!
n/a	n/a	SmallGain	165.002	2	166.985	1.5	168.485	0.247	You did not earn $0.20!	168.818	1.703	0	0	You pressed too slow!
