onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	SmallLoss	0.017	2	2.001	3.5	5.5	0.253	You keep $0.20!	5.834	1.697	1	251	Correct Response!
n/a	n/a	NoMoneyStake	7.517	2	9.5	3.0	12.5	0.253	No money at stake!	12.833	1.697	1	225	Correct Response!
n/a	n/a	SmallLoss	14.516	2	16.499	2.0	18.499	0.253	You keep $0.20!	18.833	1.697	1	215	Correct Response!
n/a	n/a	SmallGain	20.516	2	22.499	1.5	23.999	0.253	You did not earn $0.20!	24.332	1.697	0	0	You pressed too slow!
n/a	n/a	LargeGain	26.015	2	27.998	1.5	29.498	0.233	You earn $5!	29.815	1.717	1	207	Correct Response!
n/a	n/a	SmallGain	31.515	2	33.498	1.5	34.998	0.233	You earn $0.20!	35.314	1.717	1	217	Correct Response!
n/a	n/a	NoMoneyStake	37.014	2	38.997	1.5	40.497	0.233	No money at stake!	40.814	1.717	0	0	You pressed too slow!
n/a	n/a	LargeLoss	42.514	2	44.497	2.5	46.997	0.233	You keep $5!	47.313	1.717	1	211	Correct Response!
n/a	n/a	SmallGain	49.013	2	50.996	3.5	54.496	0.203	You did not earn $0.20!	54.779	1.747	0	0	You pressed too slow!
n/a	n/a	SmallGain	56.513	2	58.496	2.0	60.496	0.203	You earn $0.20!	60.779	1.747	1	177	Correct Response!
n/a	n/a	NoMoneyStake	62.512	2	64.495	4.0	68.495	0.203	No money at stake!	68.778	1.747	0	0	You pressed too slow!
n/a	n/a	SmallLoss	70.511	2	72.494	1.5	73.994	0.203	You lose $0.20!	74.278	1.747	0	0	You pressed too slow!
n/a	n/a	LargeGain	76.011	2	77.994	2.5	80.494	0.183	You did not earn $5!	80.76	1.767	0	0	You pressed too slow!
n/a	n/a	SmallGain	82.51	2	84.494	3.0	87.493	0.183	You did not earn $0.20!	87.76	1.767	0	0	You pressed too slow!
n/a	n/a	SmallLoss	89.51	2	91.493	1.5	92.993	0.183	You lose $0.20!	93.259	1.767	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	95.009	2	96.992	2.5	99.492	0.233	No money at stake!	99.809	1.717	1	202	Correct Response!
n/a	n/a	NoMoneyStake	101.509	2	103.492	1.5	104.992	0.233	No money at stake!	105.308	1.717	1	213	Correct Response!
n/a	n/a	SmallLoss	107.008	2	108.991	4.0	112.991	0.233	You keep $0.20!	113.308	1.717	1	224	Correct Response!
n/a	n/a	LargeLoss	115.008	2	116.991	3.5	120.49	0.233	You keep $5!	120.807	1.717	1	218	Correct Response!
n/a	n/a	LargeGain	122.507	2	124.49	4.0	128.49	0.233	You earn $5!	128.806	1.717	1	231	Correct Response!
n/a	n/a	LargeLoss	130.506	2	132.489	1.5	133.989	0.253	You keep $5!	134.322	1.697	1	242	Correct Response!
n/a	n/a	SmallLoss	136.006	2	137.989	2.0	139.989	0.253	You keep $0.20!	140.322	1.697	1	218	Correct Response!
n/a	n/a	LargeLoss	142.005	2	143.988	1.5	145.488	0.253	You keep $5!	145.821	1.697	1	235	Correct Response!
n/a	n/a	SmallGain	147.505	2	149.488	2.5	151.988	0.203	You did not earn $0.20!	152.271	1.747	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	154.004	2	155.987	2.0	157.987	0.203	No money at stake!	158.27	1.747	0	0	You pressed too slow!
n/a	n/a	LargeLoss	160.004	2	161.987	2.0	163.987	0.203	You lose $5!	164.27	1.747	0	0	You pressed too slow!
n/a	n/a	LargeGain	166.003	2	167.986	1.5	169.486	0.203	You did not earn $5!	169.769	1.747	0	0	You pressed too slow!
n/a	n/a	LargeLoss	171.503	2	173.486	4.0	177.485	0.223	You lose $5!	177.785	1.727	0	0	You pressed too slow!
n/a	n/a	LargeGain	179.502	2	181.485	3.5	184.985	0.223	You did not earn $5!	185.285	1.727	0	0	You pressed too slow!
n/a	n/a	LargeGain	187.001	2	188.984	1.5	190.484	0.223	You earn $5!	190.784	1.727	1	206	Correct Response!
n/a	n/a	SmallLoss	192.501	2	194.484	1.5	195.984	0.273	You keep $0.20!	196.334	1.677	1	233	Correct Response!
n/a	n/a	SmallGain	198.0	2	199.983	1.5	201.483	0.273	You earn $0.20!	201.833	1.677	1	237	Correct Response!
n/a	n/a	NoMoneyStake	203.5	2	205.483	2.0	207.483	0.273	No money at stake!	207.833	1.677	1	202	Correct Response!
n/a	n/a	LargeLoss	209.499	2	211.483	1.5	212.982	0.273	You keep $5!	213.332	1.677	1	233	Correct Response!
n/a	n/a	NoMoneyStake	214.999	2	216.982	1.5	218.482	0.253	No money at stake!	218.815	1.697	1	250	Correct Response!
n/a	n/a	LargeGain	220.498	2	222.482	3.0	225.481	0.253	You earn $5!	225.815	1.697	1	226	Correct Response!
n/a	n/a	LargeLoss	227.498	2	229.481	3.0	232.481	0.253	You keep $5!	232.814	1.697	1	213	Correct Response!
n/a	n/a	SmallGain	234.497	2	236.48	4.0	240.48	0.253	You earn $0.20!	240.813	1.697	1	222	Correct Response!
n/a	n/a	NoMoneyStake	242.496	2	244.48	1.5	245.98	0.203	No money at stake!	246.263	1.747	0	0	You pressed too slow!
n/a	n/a	SmallGain	247.996	2	249.979	2.0	251.979	0.203	You earn $0.20!	252.262	1.747	1	183	Correct Response!
n/a	n/a	SmallLoss	253.995	2	255.979	1.5	257.479	0.203	You lose $0.20!	257.762	1.747	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	259.495	2	261.478	3.5	264.978	0.203	No money at stake!	265.261	1.747	0	0	You pressed too slow!
n/a	n/a	SmallLoss	266.994	2	268.978	2.5	271.477	0.203	You lose $0.20!	271.761	1.747	0	0	You pressed too slow!
n/a	n/a	LargeGain	273.494	2	275.477	2.0	277.477	0.183	You did not earn $5!	277.743	1.767	0	0	You pressed too slow!
n/a	n/a	LargeLoss	279.493	2	281.476	2.0	283.476	0.183	You lose $5!	283.743	1.767	0	0	You pressed too slow!
n/a	n/a	SmallGain	285.493	2	287.476	1.5	288.976	0.183	You did not earn $0.20!	289.242	1.767	0	0	You pressed too slow!
n/a	n/a	SmallLoss	290.992	2	292.975	3.0	295.975	0.233	You keep $0.20!	296.292	1.717	1	221	Correct Response!
n/a	n/a	LargeLoss	297.992	2	299.975	1.5	301.475	0.233	You keep $5!	301.791	1.717	1	206	Correct Response!
n/a	n/a	LargeGain	303.491	2	305.474	2.0	307.474	0.233	You earn $5!	307.791	1.717	1	213	Correct Response!
n/a	n/a	LargeGain	309.491	2	311.474	1.5	312.974	0.253	You earn $5!	313.307	1.697	1	217	Correct Response!
