onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	SmallLoss	0.014	2	1.997	2.0	3.997	0.229	You lose $0.20!	4.314	1.721	0	0	You pressed too slow!
n/a	n/a	LargeGain	6.014	2	7.997	4.0	11.996	0.229	You did not earn $5!	12.313	1.721	0	0	You pressed too slow!
n/a	n/a	SmallLoss	14.013	2	15.996	3.0	18.996	0.229	You lose $0.20!	19.312	1.721	0	0	You pressed too slow!
n/a	n/a	SmallGain	21.012	2	22.995	2.0	24.995	0.299	You did not earn $0.20!	25.378	1.651	0	0	You pressed too slow!
n/a	n/a	LargeLoss	27.012	2	28.995	2.0	30.994	0.299	You keep $5!	31.378	1.651	1	291	Correct Response!
n/a	n/a	NoMoneyStake	33.011	2	34.994	2.5	37.494	0.299	No money at stake!	37.877	1.651	0	0	You pressed too slow!
n/a	n/a	SmallGain	39.51	2	41.493	2.5	43.993	0.299	You earn $0.20!	44.376	1.651	1	215	Correct Response!
n/a	n/a	SmallGain	46.009	2	47.993	1.5	49.492	0.339	You earn $0.20!	49.909	1.611	1	252	Correct Response!
n/a	n/a	LargeGain	51.509	2	53.492	1.5	54.992	0.339	You did not earn $5!	55.408	1.611	0	0	You pressed too slow!
n/a	n/a	SmallLoss	57.008	2	58.991	2.0	60.991	0.339	You keep $0.20!	61.408	1.611	1	243	Correct Response!
n/a	n/a	LargeGain	63.008	2	64.991	2.5	67.49	0.319	You earn $5!	67.89	1.631	1	223	Correct Response!
n/a	n/a	LargeLoss	69.507	2	71.49	3.5	74.99	0.319	You keep $5!	75.39	1.631	1	214	Correct Response!
n/a	n/a	SmallLoss	77.006	2	78.989	3.5	82.489	0.319	You keep $0.20!	82.889	1.631	1	268	Correct Response!
n/a	n/a	NoMoneyStake	84.505	2	86.488	1.5	87.988	0.289	No money at stake!	88.355	1.661	1	260	Correct Response!
n/a	n/a	LargeLoss	90.005	2	91.988	4.0	95.987	0.289	You keep $5!	96.354	1.661	1	259	Correct Response!
n/a	n/a	NoMoneyStake	98.004	2	99.987	4.0	103.986	0.289	No money at stake!	104.353	1.661	0	0	You pressed too slow!
n/a	n/a	LargeLoss	106.003	2	107.986	3.0	110.986	0.289	You keep $5!	111.352	1.661	1	251	Correct Response!
n/a	n/a	SmallLoss	113.002	2	114.985	1.5	116.485	0.289	You keep $0.20!	116.852	1.661	1	251	Correct Response!
