onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	LargeLoss	0.043	2	2.009	2.5	4.509	0.339	You keep $5!	4.926	1.611	1	322	Correct Response!
n/a	n/a	LargeGain	6.559	2	8.509	1.5	10.008	0.339	You earn $5!	10.425	1.611	1	256	Correct Response!
n/a	n/a	LargeLoss	12.025	2	14.008	1.5	15.508	0.339	You keep $5!	15.924	1.611	1	240	Correct Response!
n/a	n/a	SmallGain	17.558	2	19.507	2.0	21.507	0.289	You earn $0.20!	21.874	1.661	1	210	Correct Response!
n/a	n/a	NoMoneyStake	23.54	2	25.507	2.0	27.507	0.289	No money at stake!	27.873	1.661	1	216	Correct Response!
n/a	n/a	SmallGain	29.523	2	31.506	1.5	33.006	0.289	You earn $0.20!	33.373	1.661	1	251	Correct Response!
n/a	n/a	NoMoneyStake	35.022	2	37.006	1.5	38.505	0.289	No money at stake!	38.872	1.661	1	282	Correct Response!
n/a	n/a	LargeLoss	40.522	2	42.505	1.5	44.005	0.289	You keep $5!	44.371	1.661	1	261	Correct Response!
n/a	n/a	LargeGain	46.021	2	48.004	2.0	50.004	0.239	You did not earn $5!	50.321	1.711	0	0	You pressed too slow!
n/a	n/a	SmallLoss	52.054	2	54.004	4.0	58.003	0.239	You keep $0.20!	58.32	1.711	1	232	Correct Response!
n/a	n/a	LargeLoss	60.02	2	62.003	1.5	63.503	0.239	You lose $5!	63.819	1.711	0	0	You pressed too slow!
n/a	n/a	SmallGain	65.519	2	67.502	1.5	69.002	0.219	You did not earn $0.20!	69.302	1.731	0	0	You pressed too slow!
n/a	n/a	LargeGain	71.019	2	73.002	4.0	77.001	0.219	You did not earn $5!	77.301	1.731	0	0	You pressed too soon!
n/a	n/a	NoMoneyStake	79.018	2	81.001	1.5	82.501	0.219	No money at stake!	82.801	1.731	0	0	You pressed too slow!
n/a	n/a	LargeLoss	84.517	2	86.5	2.0	88.5	0.219	You keep $5!	88.8	1.731	1	218	Correct Response!
n/a	n/a	NoMoneyStake	90.516	2	92.5	3.0	95.499	0.259	No money at stake!	95.833	1.691	1	221	Correct Response!
n/a	n/a	SmallLoss	97.516	2	99.499	1.5	100.999	0.259	You keep $0.20!	101.332	1.691	1	245	Correct Response!
n/a	n/a	NoMoneyStake	103.015	2	104.998	3.5	108.498	0.259	No money at stake!	108.831	1.691	1	239	Correct Response!
