onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	LargeGain	0.016	2	1.999	1.5	3.499	0.187	You did not earn $5!	3.765	1.763	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	5.515	2	7.498	3.5	10.998	0.187	No money at stake!	11.265	1.763	0	0	You pressed too slow!
n/a	n/a	LargeLoss	13.014	2	14.998	1.5	16.497	0.187	You lose $5!	16.764	1.763	0	0	You pressed too slow!
n/a	n/a	SmallGain	18.514	2	20.497	3.5	23.997	0.187	You did not earn $0.20!	24.263	1.763	0	0	You pressed too slow!
n/a	n/a	LargeGain	26.013	2	27.996	1.5	29.496	0.257	You did not earn $5!	29.829	1.693	0	0	You pressed too slow!
n/a	n/a	LargeLoss	31.513	2	33.496	2.5	35.995	0.257	You keep $5!	36.329	1.693	1	219	Correct Response!
n/a	n/a	LargeGain	38.012	2	39.995	3.5	43.495	0.257	You earn $5!	43.828	1.693	1	219	Correct Response!
n/a	n/a	LargeLoss	45.511	2	47.494	2.0	49.494	0.297	You keep $5!	49.877	1.653	1	215	Correct Response!
n/a	n/a	NoMoneyStake	51.51	2	53.493	1.5	54.993	0.297	No money at stake!	55.377	1.653	1	226	Correct Response!
n/a	n/a	SmallLoss	57.01	2	58.993	4.0	62.992	0.297	You keep $0.20!	63.376	1.653	1	210	Correct Response!
n/a	n/a	NoMoneyStake	65.009	2	66.992	2.0	68.992	0.297	No money at stake!	69.375	1.653	1	288	Correct Response!
n/a	n/a	NoMoneyStake	71.008	2	72.991	3.0	75.991	0.297	No money at stake!	76.374	1.653	1	225	Correct Response!
n/a	n/a	SmallGain	78.008	2	79.991	3.0	82.99	0.297	You earn $0.20!	83.374	1.653	1	224	Correct Response!
n/a	n/a	SmallLoss	85.007	2	86.99	3.0	89.99	0.267	You keep $0.20!	90.34	1.683	1	195	Correct Response!
n/a	n/a	LargeGain	92.006	2	93.989	2.0	95.989	0.267	You earn $5!	96.339	1.683	1	209	Correct Response!
n/a	n/a	SmallLoss	98.005	2	99.988	2.0	101.988	0.267	You keep $0.20!	102.338	1.683	1	230	Correct Response!
n/a	n/a	LargeLoss	104.005	2	105.988	3.0	108.988	0.217	You keep $5!	109.287	1.733	1	205	Correct Response!
n/a	n/a	SmallLoss	111.004	2	112.987	1.5	114.487	0.217	You lose $0.20!	114.787	1.733	0	0	You pressed too slow!
n/a	n/a	LargeGain	116.503	2	118.486	3.0	121.486	0.217	You did not earn $5!	121.786	1.733	0	0	You pressed too slow!
n/a	n/a	LargeLoss	123.503	2	125.486	4.0	129.485	0.197	You lose $5!	129.769	1.753	0	0	You pressed too slow!
n/a	n/a	SmallGain	131.502	2	133.485	2.5	135.985	0.197	You did not earn $0.20!	136.268	1.753	0	0	You pressed too slow!
n/a	n/a	LargeLoss	138.001	2	139.984	3.5	143.484	0.197	You keep $5!	143.767	1.753	1	185	Correct Response!
