onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	NoMoneyStake	0.012	2	2.012	2.0	4.011	0.435	No money at stake!	4.528	1.515	1	293	Correct Response!
n/a	n/a	NoMoneyStake	6.028	2	8.011	1.5	9.511	0.435	No money at stake!	10.027	1.515	1	340	Correct Response!
n/a	n/a	LargeLoss	11.527	2	13.51	2.5	16.01	0.435	You keep $5!	16.527	1.515	1	290	Correct Response!
n/a	n/a	NoMoneyStake	18.027	2	20.01	1.5	21.51	0.435	No money at stake!	22.026	1.515	1	356	Correct Response!
n/a	n/a	LargeGain	23.526	2	25.509	1.5	27.009	0.435	You earn $5!	27.526	1.515	1	292	Correct Response!
n/a	n/a	SmallLoss	29.025	2	31.009	1.5	32.508	0.435	You keep $0.20!	33.025	1.515	1	404	Correct Response!
n/a	n/a	LargeLoss	34.525	2	36.508	4.0	40.507	0.385	You keep $5!	40.974	1.565	1	252	Correct Response!
n/a	n/a	NoMoneyStake	42.524	2	44.507	3.5	48.007	0.385	No money at stake!	48.473	1.565	1	251	Correct Response!
n/a	n/a	SmallGain	50.023	2	52.006	2.5	54.506	0.385	You earn $0.20!	54.973	1.565	1	269	Correct Response!
n/a	n/a	LargeLoss	56.522	2	58.506	2.0	60.505	0.385	You lose $5!	60.972	1.565	0	0	You pressed too slow!
n/a	n/a	SmallLoss	62.522	2	64.505	1.5	66.005	0.355	You keep $0.20!	66.438	1.595	1	281	Correct Response!
n/a	n/a	SmallGain	68.021	2	70.004	3.0	73.004	0.355	You did not earn $0.20!	73.437	1.595	0	0	You pressed too slow!
n/a	n/a	LargeLoss	75.02	2	77.004	1.5	78.503	0.355	You keep $5!	78.937	1.595	1	317	Correct Response!
n/a	n/a	SmallGain	80.52	2	82.503	1.5	84.003	0.335	You earn $0.20!	84.419	1.615	1	235	Correct Response!
n/a	n/a	SmallGain	86.019	2	88.002	2.0	90.002	0.335	You earn $0.20!	90.419	1.615	1	266	Correct Response!
n/a	n/a	LargeLoss	92.019	2	94.002	2.0	96.002	0.335	You lose $5!	96.418	1.615	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	98.018	2	100.001	2.5	102.501	0.315	No money at stake!	102.901	1.635	0	0	You pressed too slow!
n/a	n/a	LargeLoss	104.517	2	106.5	1.5	108.0	0.315	You lose $5!	108.4	1.635	0	0	You pressed too slow!
n/a	n/a	LargeGain	110.017	2	112.0	3.5	115.499	0.315	You did not earn $5!	115.899	1.635	0	0	You pressed too slow!
n/a	n/a	LargeGain	117.516	2	119.499	1.5	120.999	0.315	You earn $5!	121.399	1.635	1	214	Correct Response!
n/a	n/a	LargeLoss	123.015	2	124.998	3.0	127.998	0.335	You keep $5!	128.415	1.615	1	266	Correct Response!
n/a	n/a	SmallLoss	130.014	2	131.998	2.0	133.997	0.335	You lose $0.20!	134.414	1.615	0	0	You pressed too soon!
n/a	n/a	SmallGain	136.014	2	137.997	3.5	141.497	0.335	You earn $0.20!	141.913	1.615	1	254	Correct Response!
n/a	n/a	LargeGain	143.513	2	145.496	2.5	147.996	0.355	You earn $5!	148.429	1.595	1	283	Correct Response!
n/a	n/a	SmallGain	150.012	2	151.995	4.0	155.995	0.355	You did not earn $0.20!	156.428	1.595	0	0	You pressed too slow!
n/a	n/a	SmallLoss	158.011	2	159.995	4.0	163.994	0.355	You keep $0.20!	164.427	1.595	1	317	Correct Response!
n/a	n/a	LargeGain	166.011	2	167.994	2.0	169.994	0.335	You earn $5!	170.41	1.615	1	204	Correct Response!
n/a	n/a	LargeGain	172.01	2	173.993	3.0	176.993	0.335	You did not earn $5!	177.409	1.615	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	179.009	2	180.992	4.0	184.992	0.335	No money at stake!	185.409	1.615	0	0	You pressed too soon!
n/a	n/a	LargeLoss	187.008	2	188.991	1.5	190.491	0.335	You keep $5!	190.908	1.615	1	297	Correct Response!
n/a	n/a	SmallGain	192.508	2	194.491	1.5	195.991	0.315	You earn $0.20!	196.391	1.635	1	278	Correct Response!
n/a	n/a	LargeGain	198.007	2	199.99	1.5	201.49	0.315	You earn $5!	201.89	1.635	1	254	Correct Response!
n/a	n/a	LargeGain	203.507	2	205.49	4.0	209.489	0.315	You earn $5!	209.889	1.635	1	300	Correct Response!
n/a	n/a	SmallLoss	211.506	2	213.489	3.5	216.988	0.285	You lose $0.20!	217.355	1.665	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	219.005	2	220.988	1.5	222.488	0.285	No money at stake!	222.854	1.665	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	224.504	2	226.487	2.0	228.487	0.285	No money at stake!	228.854	1.665	0	0	You pressed too slow!
n/a	n/a	SmallLoss	230.504	2	232.487	2.0	234.487	0.285	You keep $0.20!	234.853	1.665	1	247	Correct Response!
n/a	n/a	LargeLoss	236.503	2	238.486	1.5	239.986	0.285	You lose $5!	240.353	1.665	0	0	You pressed too slow!
n/a	n/a	LargeLoss	242.002	2	243.986	3.5	247.485	0.265	You lose $5!	247.835	1.685	0	0	You pressed too slow!
n/a	n/a	SmallLoss	249.502	2	251.485	3.0	254.484	0.265	You lose $0.20!	254.834	1.685	0	0	You pressed too slow!
n/a	n/a	LargeGain	256.501	2	258.484	2.0	260.484	0.265	You did not earn $5!	260.834	1.685	0	0	You pressed too slow!
n/a	n/a	SmallLoss	262.5	2	264.483	1.5	265.983	0.315	You lose $0.20!	266.383	1.635	0	0	You pressed too soon!
n/a	n/a	SmallGain	268.0	2	269.983	1.5	271.483	0.315	You earn $0.20!	271.883	1.635	1	286	Correct Response!
n/a	n/a	SmallGain	273.499	2	275.482	1.5	276.982	0.315	You did not earn $0.20!	277.382	1.635	0	0	You pressed too slow!
n/a	n/a	LargeGain	278.998	2	280.982	1.5	282.481	0.365	You did not earn $5!	282.931	1.585	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	284.498	2	286.481	1.5	287.981	0.365	No money at stake!	288.431	1.585	1	328	Correct Response!
n/a	n/a	SmallLoss	289.997	2	291.98	1.5	293.48	0.365	You keep $0.20!	293.93	1.585	1	340	Correct Response!
n/a	n/a	SmallLoss	295.497	2	297.48	2.5	299.979	0.365	You lose $0.20!	300.429	1.585	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	301.996	2	303.979	3.0	306.979	0.405	No money at stake!	307.462	1.545	0	0	You pressed too slow!
n/a	n/a	SmallGain	308.995	2	310.978	2.0	312.978	0.405	You did not earn $0.20!	313.461	1.545	0	0	You pressed too slow!
