onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	LargeGain	0.048	2	1.998	1.5	3.498	0.205	You did not earn $5!	3.781	1.745	0	0	You pressed too slow!
n/a	n/a	LargeGain	5.514	2	7.498	4.0	11.497	0.205	You did not earn $5!	11.78	1.745	0	0	You pressed too slow!
n/a	n/a	SmallGain	13.547	2	15.497	2.5	17.996	0.205	You did not earn $0.20!	18.28	1.745	0	0	You pressed too slow!
n/a	n/a	SmallGain	20.013	2	21.996	4.0	25.995	0.275	You did not earn $0.20!	26.345	1.675	0	0	You pressed too soon!
n/a	n/a	LargeGain	28.012	2	29.995	2.0	31.995	0.275	You earn $5!	32.345	1.675	1	241	Correct Response!
n/a	n/a	NoMoneyStake	34.028	2	35.994	3.0	38.994	0.275	No money at stake!	39.344	1.675	0	0	You pressed too slow!
n/a	n/a	SmallLoss	41.044	2	42.994	1.5	44.494	0.275	You keep $0.20!	44.843	1.675	1	257	Correct Response!
n/a	n/a	LargeLoss	46.527	2	48.493	2.0	50.493	0.315	You keep $5!	50.893	1.635	1	210	Correct Response!
n/a	n/a	LargeGain	52.509	2	54.492	3.0	57.492	0.315	You earn $5!	57.892	1.635	1	241	Correct Response!
n/a	n/a	LargeLoss	59.509	2	61.492	2.0	63.491	0.315	You keep $5!	63.891	1.635	1	244	Correct Response!
n/a	n/a	NoMoneyStake	65.508	2	67.491	4.0	71.491	0.285	No money at stake!	71.857	1.665	1	205	Correct Response!
n/a	n/a	SmallLoss	73.507	2	75.49	3.5	78.99	0.285	You lose $0.20!	79.356	1.665	0	0	You pressed too slow!
n/a	n/a	SmallLoss	81.006	2	82.989	1.5	84.489	0.285	You keep $0.20!	84.856	1.665	1	227	Correct Response!
n/a	n/a	LargeLoss	86.506	2	88.489	1.5	89.989	0.285	You keep $5!	90.355	1.665	1	215	Correct Response!
n/a	n/a	SmallGain	92.005	2	93.988	2.0	95.988	0.255	You earn $0.20!	96.321	1.695	1	226	Correct Response!
n/a	n/a	SmallLoss	98.004	2	99.988	2.0	101.987	0.255	You keep $0.20!	102.321	1.695	1	234	Correct Response!
n/a	n/a	LargeLoss	104.004	2	105.987	1.5	107.487	0.255	You keep $5!	107.82	1.695	1	237	Correct Response!
n/a	n/a	LargeGain	109.503	2	111.486	3.5	114.986	0.225	You did not earn $5!	115.286	1.725	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	117.002	2	118.985	1.5	120.485	0.225	No money at stake!	120.785	1.725	0	0	You pressed too slow!
n/a	n/a	SmallLoss	122.502	2	124.485	2.0	126.485	0.225	You lose $0.20!	126.785	1.725	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	128.501	2	130.484	2.0	132.484	0.225	No money at stake!	132.784	1.725	0	0	You pressed too slow!
n/a	n/a	SmallGain	134.5	2	136.484	1.5	137.983	0.225	You did not earn $0.20!	138.3	1.725	0	0	You pressed too slow!
