onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	SmallGain	0.015	2	1.998	4.0	5.997	0.244	You did not earn $0.20!	6.314	1.706	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	8.014	2	9.997	1.5	11.496	0.244	No money at stake!	11.813	1.706	0	0	You pressed too slow!
n/a	n/a	SmallGain	13.513	2	15.496	3.0	18.495	0.244	You did not earn $0.20!	18.812	1.706	0	0	You pressed too slow!
n/a	n/a	SmallLoss	20.511	2	22.494	1.5	23.994	0.244	You lose $0.20!	24.311	1.706	0	0	You pressed too slow!
n/a	n/a	LargeLoss	26.01	2	27.993	1.5	29.493	0.314	You keep $5!	29.876	1.636	1	248	Correct Response!
n/a	n/a	NoMoneyStake	31.51	2	33.493	1.5	34.992	0.314	No money at stake!	35.375	1.636	1	253	Correct Response!
n/a	n/a	SmallLoss	37.009	2	38.992	1.5	40.491	0.314	You keep $0.20!	40.875	1.636	1	246	Correct Response!
n/a	n/a	NoMoneyStake	42.508	2	44.491	2.0	46.49	0.314	No money at stake!	46.874	1.636	1	279	Correct Response!
n/a	n/a	LargeGain	48.507	2	50.489	2.5	52.989	0.314	You earn $5!	53.372	1.636	1	286	Correct Response!
n/a	n/a	LargeLoss	55.005	2	56.988	2.5	59.488	0.334	You lose $5!	59.904	1.616	0	0	You pressed too soon!
n/a	n/a	SmallLoss	61.504	2	63.487	3.0	66.487	0.334	You keep $0.20!	66.903	1.616	1	262	Correct Response!
n/a	n/a	SmallGain	68.503	2	70.486	2.0	72.486	0.334	You did not earn $0.20!	72.902	1.616	0	0	You pressed too soon!
n/a	n/a	NoMoneyStake	74.502	2	76.485	4.0	80.484	0.314	No money at stake!	80.867	1.636	1	250	Correct Response!
