onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	SmallLoss	0.014	2	1.997	1.5	3.497	0.316	You lose $0.20!	3.897	1.634	0	0	You pressed too slow!
n/a	n/a	LargeLoss	5.513	2	7.496	1.5	8.996	0.316	You keep $5!	9.379	1.634	1	265	Correct Response!
n/a	n/a	NoMoneyStake	11.012	2	12.995	3.5	16.494	0.316	No money at stake!	16.878	1.634	1	236	Correct Response!
n/a	n/a	NoMoneyStake	18.511	2	20.494	1.5	21.993	0.316	No money at stake!	22.393	1.634	0	0	You pressed too slow!
n/a	n/a	LargeGain	24.01	2	25.993	3.5	29.492	0.316	You earn $5!	29.875	1.634	1	241	Correct Response!
n/a	n/a	SmallGain	31.508	2	33.491	3.0	36.491	0.296	You earn $0.20!	36.857	1.654	1	244	Correct Response!
n/a	n/a	SmallLoss	38.507	2	40.49	1.5	41.99	0.296	You lose $0.20!	42.356	1.654	0	0	You pressed too slow!
n/a	n/a	SmallGain	44.006	2	45.989	1.5	47.489	0.296	You earn $0.20!	47.856	1.654	1	271	Correct Response!
n/a	n/a	LargeGain	49.505	2	51.488	3.0	54.488	0.276	You earn $5!	54.838	1.674	1	232	Correct Response!
n/a	n/a	LargeLoss	56.504	2	58.487	1.5	59.987	0.276	You lose $5!	60.337	1.674	0	0	You pressed too slow!
n/a	n/a	SmallGain	62.003	2	63.986	2.0	65.986	0.276	You earn $0.20!	66.336	1.674	1	245	Correct Response!
n/a	n/a	LargeGain	68.002	2	69.985	2.0	71.985	0.256	You did not earn $5!	72.318	1.694	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	74.001	2	75.984	2.5	78.483	0.256	No money at stake!	78.817	1.694	1	246	Correct Response!
n/a	n/a	LargeGain	80.5	2	82.483	1.5	83.982	0.256	You did not earn $5!	84.316	1.694	0	0	You pressed too slow!
n/a	n/a	LargeLoss	85.999	2	87.982	2.5	90.481	0.256	You lose $5!	90.815	1.694	0	0	You pressed too slow!
n/a	n/a	SmallGain	92.498	2	94.481	1.5	95.98	0.296	You earn $0.20!	96.347	1.654	1	269	Correct Response!
n/a	n/a	LargeGain	97.997	2	99.98	1.5	101.479	0.296	You earn $5!	101.846	1.654	1	295	Correct Response!
n/a	n/a	SmallLoss	103.496	2	105.479	3.5	108.978	0.296	You keep $0.20!	109.345	1.654	1	251	Correct Response!
n/a	n/a	LargeLoss	110.994	2	112.977	1.5	114.477	0.316	You keep $5!	114.86	1.634	1	294	Correct Response!
n/a	n/a	LargeLoss	116.493	2	118.476	3.5	121.976	0.316	You keep $5!	122.359	1.634	1	245	Correct Response!
n/a	n/a	SmallGain	123.992	2	125.975	2.5	128.475	0.316	You earn $0.20!	128.858	1.634	1	298	Correct Response!
n/a	n/a	LargeLoss	130.491	2	132.474	2.0	134.474	0.266	You lose $5!	134.823	1.684	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	136.49	2	138.473	2.0	140.472	0.266	No money at stake!	140.806	1.684	1	258	Correct Response!
n/a	n/a	LargeLoss	142.489	2	144.472	4.0	148.471	0.266	You keep $5!	148.804	1.684	1	243	Correct Response!
n/a	n/a	LargeLoss	150.487	2	152.47	2.0	154.47	0.266	You lose $5!	154.803	1.684	0	0	You pressed too slow!
n/a	n/a	SmallLoss	156.486	2	158.469	1.5	159.969	0.246	You lose $0.20!	160.286	1.704	0	0	You pressed too slow!
n/a	n/a	LargeLoss	161.985	2	163.968	3.0	166.968	0.246	You keep $5!	167.284	1.704	1	217	Correct Response!
n/a	n/a	LargeGain	168.984	2	170.967	2.0	172.967	0.246	You did not earn $5!	173.283	1.704	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	174.983	2	176.966	1.5	178.466	0.286	No money at stake!	178.832	1.664	1	263	Correct Response!
n/a	n/a	NoMoneyStake	180.482	2	182.465	2.0	184.465	0.286	No money at stake!	184.831	1.664	1	248	Correct Response!
n/a	n/a	SmallGain	186.481	2	188.464	4.0	192.463	0.286	You earn $0.20!	192.83	1.664	1	252	Correct Response!
n/a	n/a	NoMoneyStake	194.48	2	196.463	4.0	200.462	0.286	No money at stake!	200.828	1.664	1	266	Correct Response!
n/a	n/a	SmallGain	202.478	2	204.461	3.5	207.961	0.286	You earn $0.20!	208.327	1.664	1	251	Correct Response!
n/a	n/a	NoMoneyStake	209.977	2	211.96	1.5	213.46	0.286	No money at stake!	213.826	1.664	0	0	You pressed too slow!
n/a	n/a	SmallGain	215.476	2	217.459	1.5	218.959	0.286	You did not earn $0.20!	219.325	1.664	0	0	You pressed too slow!
n/a	n/a	SmallLoss	220.975	2	222.958	4.0	226.957	0.306	You keep $0.20!	227.34	1.644	1	248	Correct Response!
n/a	n/a	NoMoneyStake	228.973	2	230.956	1.5	232.456	0.306	No money at stake!	232.839	1.644	0	0	You pressed too slow!
n/a	n/a	SmallLoss	234.473	2	236.455	2.0	238.455	0.306	You keep $0.20!	238.838	1.644	1	285	Correct Response!
n/a	n/a	LargeGain	240.471	2	242.454	2.5	244.954	0.306	You earn $5!	245.337	1.644	1	250	Correct Response!
n/a	n/a	LargeGain	246.97	2	248.953	1.5	250.453	0.276	You earn $5!	250.803	1.674	1	260	Correct Response!
n/a	n/a	LargeLoss	252.469	2	254.452	1.5	255.952	0.276	You lose $5!	256.302	1.674	0	0	You pressed too slow!
n/a	n/a	SmallLoss	257.968	2	259.951	2.0	261.951	0.276	You keep $0.20!	262.301	1.674	1	270	Correct Response!
n/a	n/a	LargeGain	263.967	2	265.95	1.5	267.45	0.246	You did not earn $5!	267.767	1.704	0	0	You pressed too slow!
n/a	n/a	SmallLoss	269.466	2	271.449	1.5	272.949	0.246	You lose $0.20!	273.266	1.704	0	0	You pressed too slow!
n/a	n/a	SmallGain	274.965	2	276.948	1.5	278.448	0.246	You did not earn $0.20!	278.765	1.704	0	0	You pressed too slow!
n/a	n/a	LargeGain	280.464	2	282.447	4.0	286.447	0.286	You earn $5!	286.813	1.664	1	253	Correct Response!
n/a	n/a	NoMoneyStake	288.463	2	290.446	3.0	293.445	0.286	No money at stake!	293.812	1.664	1	250	Correct Response!
n/a	n/a	SmallLoss	295.462	2	297.445	3.0	300.444	0.286	You keep $0.20!	300.811	1.664	1	282	Correct Response!
n/a	n/a	SmallLoss	302.46	2	304.443	2.5	306.943	0.286	You keep $0.20!	307.31	1.664	1	250	Correct Response!
n/a	n/a	SmallGain	308.959	2	310.942	2.0	312.942	0.306	You earn $0.20!	313.325	1.644	1	245	Correct Response!
