onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	TRIAL_RESULT	FEEDBACK_ONSET	FEEDBACK_DURATION	PROBE_HIT	PROBE_MRT	RESULT_REASON
n/a	n/a	NoMoneyStake	0.059	2	2.009	2.0	4.008	0.333	No money at stake!	4.425	1.617	1	300	Correct Response!
n/a	n/a	SmallGain	6.058	2	8.008	3.5	11.508	0.333	You earn $0.20!	11.924	1.617	1	257	Correct Response!
n/a	n/a	LargeLoss	13.541	2	15.507	2.0	17.507	0.333	You keep $5!	17.924	1.617	1	264	Correct Response!
n/a	n/a	SmallGain	19.523	2	21.507	1.5	23.006	0.333	You earn $0.20!	23.423	1.617	1	296	Correct Response!
n/a	n/a	LargeGain	25.056	2	27.006	4.0	31.006	0.283	You earn $5!	31.372	1.667	1	247	Correct Response!
n/a	n/a	LargeLoss	33.022	2	35.005	1.5	36.505	0.283	You lose $5!	36.872	1.667	0	0	You pressed too slow!
n/a	n/a	NoMoneyStake	38.521	2	40.505	3.5	44.004	0.283	No money at stake!	44.371	1.667	1	259	Correct Response!
n/a	n/a	LargeLoss	46.021	2	48.004	1.5	49.504	0.283	You keep $5!	49.87	1.667	1	251	Correct Response!
n/a	n/a	SmallGain	51.52	2	53.503	1.5	55.003	0.253	You did not earn $0.20!	55.336	1.697	0	0	You pressed too slow!
n/a	n/a	SmallLoss	57.053	2	59.003	2.5	61.502	0.253	You keep $0.20!	61.836	1.697	1	243	Correct Response!
n/a	n/a	SmallLoss	63.519	2	65.502	1.5	67.002	0.253	You lose $0.20!	67.335	1.697	0	0	You pressed too slow!
n/a	n/a	LargeGain	69.018	2	71.001	3.5	74.501	0.273	You earn $5!	74.851	1.677	1	235	Correct Response!
n/a	n/a	LargeLoss	76.517	2	78.5	1.5	80.0	0.273	You keep $5!	80.35	1.677	1	260	Correct Response!
n/a	n/a	SmallLoss	82.017	2	84.0	2.0	86.0	0.273	You lose $0.20!	86.35	1.677	0	0	You pressed too soon!
n/a	n/a	LargeGain	88.016	2	89.999	1.5	91.499	0.293	You earn $5!	91.866	1.657	1	237	Correct Response!
n/a	n/a	LargeGain	93.516	2	95.499	1.5	96.998	0.293	You earn $5!	97.365	1.657	1	221	Correct Response!
